,id,title,thumbnail.alt_text,date_start,date_end,date_display,artist_display,place_of_origin,dimensions,medium_display,credit_line,department_title,artist_title,classification_title
399,93806,I Drew A Picture in the Sand and the Water Washed It Away,A work made of oil on canvas.,1927.0,1927.0,1927,"Ivan Albright
American, 1897–1983",United States,91.4 × 58.4 cm (36 × 23 in.),Oil on canvas,Gift of Ivan Albright,Arts of the Americas,Ivan Albright,painting
400,93807,Memories of the Past,A work made of oil on canvas.,1927.0,1927.0,1927,"Ivan Albright
American, 1897–1983",United States,77.5 × 51.4 cm (30 1/2 × 20 1/4 in.),Oil on canvas,Gift of Ivan Albright,Arts of the Americas,Ivan Albright,painting
401,93808,Divided and Divided,A work made of oil on canvas.,1941.0,1941.0,1941,"Ivan Albright
American, 1897–1983",United States,68.6 × 106.7 cm (27 × 42 in.),Oil on canvas,Gift of Ivan Albright,Arts of the Americas,Ivan Albright,painting
402,93809,"Oh God, Herrings, Buoys, the Glittering Sea",A work made of gouache on ivory watercolor paper.,1940.0,1940.0,1940,"Ivan Albright
American, 1897-1983",United States,557 × 735 mm,Gouache on ivory watercolor paper,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
403,93810,The Rustlers,A work made of gouache on paper.,1961.0,1962.0,1961–62,"Ivan Albright
American, 1897-1983",United States,676 × 978 mm,Gouache on paper,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
404,93811,Into the World There Came a Soul Called Ida,"Portrait of an older woman holding a mirror and makeup pad, sitting in a dark dressing room in a pink slip and a blue and red skirt. Her flesh is mottled and pasty white, its contours in dark shadows that make it appear almost bruised. She gazes to the left forlornly.",1929.0,1930.0,1929–30,"Ivan Albright
American, 1897–1983",United States,142.9 × 119.2 cm (56 1/4 × 47 in.),Oil on canvas,Gift of Ivan Albright,Arts of the Americas,Ivan Albright,oil on canvas
405,93812,"Poor Room—There Is No Time, No End, No Today, No Yesterday, No Tomorrow, Only the Forever, and Forever, and Forever without End",A work made of oil on canvas.,1942.0,1943.0,"1942–43, 1948–55, 1957–63","Ivan Albright
American, 1897–1983",United States,121.9 × 94 cm (48 × 37 in.),Oil on canvas,Gift of Ivan Albright,Arts of the Americas,Ivan Albright,painting
406,93813,And Man Created God in His Own Image,A work made of oil on canvas.,1930.0,1931.0,1930–31,"Ivan Albright
American, 1897–1983",United States,121.9 × 66 cm (48 × 26 in.),Oil on canvas,Gift of Ivan Albright,Arts of the Americas,Ivan Albright,oil on canvas
407,93814,Captain Joseph Medill Patterson,A work made of oil on board.,1962.0,1964.0,1962/64,"Ivan Albright
American, 1897–1983",United States,76.2 × 61 cm (30 × 24 in.),Oil on board,Gift of Ivan Albright,Arts of the Americas,Ivan Albright,painting
408,93815,Three Love Birds,A work made of charcoal and oil on canvas.,1930.0,1930.0,1930,"Ivan Albright
American, 1897–1983",United States,199.4 × 106.7 cm (78 1/2 × 42 in.),Charcoal and oil on canvas,Gift of Ivan Albright,Arts of the Americas,Ivan Albright,painting
409,94007,"Study for ""The Vermonter""","A work made of charcoal, pastel, and oil on canvas.",1965.0,1966.0,1965–66,"Ivan Albright
American, 1897–1983",United States,88.9 × 68.3 cm (35 × 26 7/8 in.),"Charcoal, pastel, and oil on canvas",Gift of Ivan Albright,Arts of the Americas,Ivan Albright,painting
410,94009,"Alicia's Azaleas on St. Mary's River, Georgia","A work made of gouache, over watercolor, with brush and black ink, on white wove paper.",1962.0,1962.0,1962,"Ivan Albright
American, 1897-1983",United States,301 × 456 mm,"Gouache, over watercolor, with brush and black ink, on white wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
411,94010,"The Amazon River, Iquitos, Peru",A work made of gouache on white wove paper.,1971.0,1971.0,1971,"Ivan Albright
American, 1897-1983",United States,284 × 395 mm,Gouache on white wove paper,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
412,94011,"Bridal Ten Sleep Falls, Wyoming","A work made of gouache with brush and black ink, on ivory wove paper.",1946.0,1946.0,1946,"Ivan Albright
American, 1897-1983",United States,303 × 457 mm,"Gouache with brush and black ink, on ivory wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
413,94012,"Copenhagen, Denmark","A work made of watercolor and gouache, with touches of charcoal, on off-white wove card.",1967.0,1967.0,1967,"Ivan Albright
American, 1897-1983",United States,198 × 253 mm,"Watercolor and gouache, with touches of charcoal, on off-white wove card",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,watercolor
414,94013,"Copenhagen, Denmark","A work made of gouache with watercolor and charcoal, on off-white wove card.",1967.0,1967.0,1967,"Ivan Albright
American, 1897-1983",United States,198 × 253 mm,"Gouache with watercolor and charcoal, on off-white wove card",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,watercolor
415,94014,"Egearat, Turkey","A work made of yellow colored pencil, with touches of blue and red colored pencil, on white wove card.",1973.0,1973.0,1973,"Ivan Albright
American, 1897-1983",United States,199 × 252 mm,"Yellow colored pencil, with touches of blue and red colored pencil, on white wove card",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,colored pencil
416,94015,"Fast Train Made Between Beppo to Osaka, Japan","A work made of brush and black ink, with pen and black ink, on ivory wove card.",1967.0,1967.0,1967,"Ivan Albright
American, 1897-1983",United States,254 × 381 mm,"Brush and black ink, with pen and black ink, on ivory wove card",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,fiber-tipped pen
417,94016,Fez Morocco,"A work made of watercolor and gouache, with brush and black ink, on white wove paper.",1960.0,1960.0,1960,"Ivan Albright
American, 1897-1983",United States,357 × 512 mm,"Watercolor and gouache, with brush and black ink, on white wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
418,94017,Greek Island Chios off Turkey Shore,A work made of colored pencils on white wove card.,1973.0,1973.0,1973,"Ivan Albright
American, 1897-1983",United States,199 × 251 mm,Colored pencils on white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,colored pencil
419,94018,"Inland Sea, Japan","A work made of watercolor and gouache, with brush and black ink, on cream wove paper.",1967.0,1967.0,1967,"Ivan Albright
American, 1897-1983",United States,272 × 380 mm,"Watercolor and gouache, with brush and black ink, on cream wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,watercolor
420,94019,"Inland Sea, Japan from Boat","A work made of watercolor and brush and black ink, with touches of gouache, on off-white wove paper.",1969.0,1969.0,1969,"Ivan Albright
American, 1897-1983",United States,275 × 375 mm,"Watercolor and brush and black ink, with touches of gouache, on off-white wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,watercolor
421,94020,"In Motion, Auto - Road Between Kerohi and Nairobi, Kenya",A work made of graphite on off-white wove card.,1970.0,1970.0,1970,"Ivan Albright
American, 1897-1983",United States,200 × 252 mm,Graphite on off-white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,graphite
422,94021,"Jackson Hole, Wyoming",A work made of gouache on white wove paper.,1973.0,1973.0,1973,"Ivan Albright
American, 1897-1983",United States,354 × 507 mm,Gouache on white wove paper,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
423,94022,"Masai-Kenya, Africa",A work made of graphite on off-white wove card.,1970.0,1970.0,1970,"Ivan Albright
American, 1897-1983",United States,200 × 252 mm,Graphite on off-white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,graphite
424,94023,Moscow,"A work made of brush and black ink, on off-white, clay-coated wove paper.",1967.0,1967.0,1967,"Ivan Albright
American, 1897-1983",United States,405 × 424 mm,"Brush and black ink, on off-white, clay-coated wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,pen and ink drawings
425,94024,Moscow,"A work made of watercolor and gouache, with brush and black ink, on white, clay-coated wove paper.",1967.0,1967.0,1967,"Ivan Albright
American, 1897-1983",United States,405 × 424 mm,"Watercolor and gouache, with brush and black ink, on white, clay-coated wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,watercolor
426,94025,"Nags Head, Cape Hatteras",A work made of colored pencils on white wove card.,1974.0,1974.0,1974,"Ivan Albright
American, 1897-1983",United States,199 × 251 mm,Colored pencils on white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,colored pencil
427,94026,"Near Prague, Czechoslovakia",A work made of colored pencils on white wove card.,1976.0,1976.0,1976,"Ivan Albright
American, 1897-1983",United States,199 × 252 mm,Colored pencils on white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,colored pencil
428,94027,"Nile River at Aswan, Egypt","A work made of watercolor and brush and black ink, on white wove paper.",1960.0,1960.0,1960,"Ivan Albright
American, 1897-1983",United States,378 × 459 mm,"Watercolor and brush and black ink, on white wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,watercolor
429,94028,The Old and the New Georgia,A work made of metalpoint on cream wove paper prepared with a cream ground.,1965.0,1965.0,1965,"Ivan Albright
American, 1897-1983",United States,405 × 506 mm,Metalpoint on cream wove paper prepared with a cream ground,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,metalpoint
430,94029,Platter under Georgia Fish,"A work made of gouache, with watercolor and brush and black ink, on ivory clay-coated paper.",1966.0,1966.0,1966,"Ivan Albright
American, 1897-1983",United States,406 × 508 mm,"Gouache, with watercolor and brush and black ink, on ivory clay-coated paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
431,94030,"Plattered Fish, Georgia","A work made of gouache with brush and black ink, on ivory clay-coated paper.",1966.0,1966.0,1966,"Ivan Albright
American, 1897-1983",United States,406 × 508 mm,"Gouache with brush and black ink, on ivory clay-coated paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
432,94031,"Road to Kairouan, Tunisia",A work made of fiber-tipped pen and colored inks on off-white wove card.,1970.0,1970.0,1970,"Ivan Albright
American, 1897-1983",United States,201 × 252 mm,Fiber-tipped pen and colored inks on off-white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,fiber-tipped pen
433,94032,"Road Augsburg to Munich, Germany",A work made of colored pencils on white wove card.,1975.0,1975.0,1975,"Ivan Albright
American, 1897-1983",United States,199 × 252 mm,Colored pencils on white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,colored pencil
434,94033,Road Tunis to Kairouan,A work made of fiber-tipped pen and colored inks on off-white wove card.,1970.0,1970.0,1970,"Ivan Albright
American, 1897-1983",United States,200 × 252 mm,Fiber-tipped pen and colored inks on off-white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,fiber-tipped pen
435,94034,Rome to Florence,A work made of fiber-tipped pen and brown ink on white wove card.,1970.0,1970.0,1970,"Ivan Albright
American, 1897-1983",United States,200 × 253 mm,Fiber-tipped pen and brown ink on white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,fiber-tipped pen
436,94035,"St. Mary's Black River is Blue, Georgia","A work made of gouache with brush and black ink, on ivory clay-coated wove paper.",1964.0,1964.0,1964,"Ivan Albright
American, 1897-1983",United States,405 × 508 mm,"Gouache with brush and black ink, on ivory clay-coated wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
437,94036,"St. Mary's River, Georgia","A work made of gouache and brush and black ink, on ivory clay-coated wove paper.",1964.0,1964.0,1964,"Ivan Albright
American, 1897-1983",United States,405 × 508 mm,"Gouache and brush and black ink, on ivory clay-coated wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
438,94037,"Sea of Bombasa, Kenya, East Africa",A work made of graphite on white wove card.,1970.0,1970.0,1970,"Ivan Albright
American, 1897-1983",United States,200 × 253 mm,Graphite on white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,graphite
439,94038,"Fast Train Made Between Nagoya and Odwara, Japan",A work made of fiber-tipped pen and colored inks on off-white wove paper.,1967.0,1967.0,1967,"Ivan Albright
American, 1897-1983",United States,278 × 379 mm,Fiber-tipped pen and colored inks on off-white wove paper,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,fiber-tipped pen
440,94039,Tahiti,A work made of colored pencils on white wove card.,1969.0,1969.0,1969,"Ivan Albright
American, 1897-1983",United States,202 × 254 mm,Colored pencils on white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,graphite
441,94040,"Tanzania, East Africa, Road Between Manjara and Arusha",A work made of graphite on off-white wove card.,1970.0,1970.0,1970,"Ivan Albright
American, 1897-1983",United States,200 × 252 mm,Graphite on off-white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,graphite
442,94041,"Tea Plantation, Kenya, Africa",A work made of graphite and black colored pencil on off-white wove card.,1970.0,1970.0,1970,"Ivan Albright
American, 1897-1983",United States,200 × 253 mm,Graphite and black colored pencil on off-white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,graphite
443,94042,"Three Trees, Georgia","A work made of watercolor and gouache, with brush and black ink, on white, clay-coated wove paper.",1969.0,1969.0,1969,"Ivan Albright
American, 1897-1983",United States,405 × 508 mm,"Watercolor and gouache, with brush and black ink, on white, clay-coated wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
444,94043,"Tree Study Unfinished, Georgia","A work made of gouache with brush and black ink, and touches of watercolor, on ivory clay-coated wove paper.",1960.0,1969.0,1960/69,"Ivan Albright
American, 1897-1983",United States,507 × 405 mm,"Gouache with brush and black ink, and touches of watercolor, on ivory clay-coated wove paper",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,gouache
445,94044,"View from Hotel Window, Prinsenstraat Amsterdam, Holland","A work made of colored pencils, with scraping, on white wove card.",1927.0,1977.0,n.d.,"Ivan Albright
American, 1897-1983",United States,302 × 227 mm,"Colored pencils, with scraping, on white wove card",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,colored pencil
446,94045,"View from the Hotel Window of Roof of Guild Hall, Brussels, Belgium","A work made of graphite, with colored pencils, on white wove card.",1976.0,1976.0,1976,"Ivan Albright
American, 1897-1983",United States,303 × 227 mm,"Graphite, with colored pencils, on white wove card",Gift of Ivan Albright,Prints and Drawings,Ivan Albright,graphite
447,94046,"View from Room 603, Watergate, Washington, D.C.",A work made of colored pencils on white wove card.,1974.0,1974.0,1974,"Ivan Albright
American, 1897-1983",United States,199 × 252 mm,Colored pencils on white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,colored pencil
448,94047,"Woodstock, East Vermont",A work made of conté crayon on white wove card.,1975.0,1975.0,1975,"Ivan Albright
American, 1897-1983",United States,227 × 302 mm,Conté crayon on white wove card,Gift of Ivan Albright,Prints and Drawings,Ivan Albright,conté crayon
